"","Plot","TagID","Transplant","Year_t","Height_t","Width_t","Perp_t","NS_t","Goodbuds_t","TotFlowerbuds_t","ABFlowerbuds_t","Antcount_t","Antsp_t","X1","Recruit","Newplant","Survival_t1","Height_t1","Width_t1","Perp_t1","NS_t1","Goodbuds_t1","TotFlowerbuds_t1","ABFlowerbuds_t1","Antcount_t1","Antsp_t1","NP_adult","NP_juv","CV","WVL","Damage","MA","comments","logsize_t","logsize_t1","ant_t","ant_t1","flower1_YN","occ_t","occ_t1"
"3223","4","46",0,2013,22,31,17,7,0,0,0,8,"liom",2014,0,0,1,23,28,22,1,"0",NA,"0",9,"liom",NA,NA,"",NA,"","","",8.10697335011561,8.23306910172695,"liom","liom",NA,"occ","occ"
"3224","4","47",0,2013,85,52,40,21,6,7,1,50,"liom",2014,0,0,1,88,73,55,19,"3",NA,"0",25,"liom",NA,1,"",NA,"","","1-NP-juv",10.7597572855299,11.454926217259,"liom","liom",NA,"occ","occ"
"3225","4","48",0,2013,86,37,35,9,0,0,0,0,"vacant",2014,0,0,1,82,46,27,8,"0",NA,"0",20,"liom",NA,1,"",NA,"","","1-NP-juv",10.2812084092271,10.2611670045025,"vacant","liom",NA,"vac","occ"
"3226","4","49",0,2013,21,9,9,0,0,0,0,0,"vacant",2014,0,0,1,21,9,8,0,"0",NA,"0",2,"liom",NA,NA,"",NA,"","","",6.09879482845726,5.98447800077736,"vacant","liom",NA,"vac","occ"
"3227","4","51",0,2013,50,41,22,7,0,0,0,10,"liom",2014,0,0,1,39,29,28,9,"0",NA,"0",19,"liom",NA,NA,"",NA,"","","",9.47182133315272,9.02319305674026,"liom","liom",NA,"occ","occ"
"3228","4","52",0,2013,27,21,15,0,0,0,0,0,"vacant",2014,0,0,1,18,5,3,0,"0",NA,"0",0,"",NA,NA,"",NA,"","","almost entirely dead",7.73640361785806,4.32278371619735,"vacant","vacant",NA,"vac","vac"
"3229","4","53",0,2013,62,48,46,43,0,0,0,3,"liom",2014,0,0,1,69,65,49,19,"0",NA,"0",9,"camp",NA,NA,"",NA,"","","",10.4872528245266,10.9800322763278,"liom","other",NA,"occ","occ"
"3230","4","54",0,2013,71,51,30,0,0,0,0,0,"vacant",2014,0,0,1,73,61,34,0,"0",NA,"0",0,"",NA,NA,"",NA,"","","",10.3251070613277,10.671742099291,"vacant","vacant",NA,"vac","vac"
"3231","4","56",0,2013,85,47,28,7,3,3,0,11,"liom",2014,0,0,1,97,59,31,0,"0",NA,"0",0,"",NA,NA,"",NA,"","","",10.3511563585044,10.8478591941054,"liom","vacant",NA,"occ","vac"
"3232","4","57",0,2013,52,50,37,21,0,0,0,15,"liom",2014,0,0,1,55,59,45,16,"0",NA,"0",31,"liom",NA,1,"",NA,"","","1-NP-juv",10.1565888308321,10.5696438584567,"liom","liom",NA,"occ","occ"
"3233","4","58",0,2013,62,72,64,19,18,19,1,13,"liom",2014,0,0,1,62,77,56,9,"3",NA,"1",25,"liom",NA,NA,"",NA,"","","",11.2259730314587,11.1813615164301,"liom","liom",NA,"occ","occ"
"3234","4","61",0,2013,50,63,33,5,0,0,0,15,"liom",2014,0,0,1,51,62,42,6,"0",NA,"0",8,"liom",NA,NA,"",NA,"","","",10.3142482633053,10.4941363059486,"liom","liom",NA,"occ","occ"
"3235","4","62",0,2013,85,103,647,4,23,27,4,30,"liom",2014,0,0,1,97,102,76,3,"11",NA,"0",18,"liom",NA,NA,"",NA,"","","",14.9563265444925,12.2118069540291,"liom","liom",NA,"occ","occ"
"3236","4","63",0,2013,34,30,12,3,0,0,0,10,"liom",2014,0,0,1,44,24,15,0,"0",NA,"0",11,"liom",NA,NA,"",NA,"","","",8.27522863612441,8.38484180111906,"liom","liom",NA,"occ","occ"
"3237","4","64",0,2013,51,43,43,18,0,0,0,22,"liom",2014,0,0,1,53,58,49,13,"0",NA,"0",11,"liom",NA,NA,"",NA,"","","",10.1140491001729,10.5894784574174,"liom","liom",NA,"occ","occ"
"3238","4","65",0,2013,33,8,7,1,0,0,0,7,"liom",2014,0,0,1,32,16,16,0,"0",NA,"0",3,"liom",NA,NA,"",NA,"","","",6.18613683861241,7.67073658334069,"liom","liom",NA,"occ","occ"
"3239","4","66",0,2013,21,28,12,0,0,0,0,9,"liom",2014,0,0,1,25,20,10,3,"0",NA,"0",3,"liom",NA,NA,"",NA,"","","",7.6958102208928,7.29479946313402,"liom","liom",NA,"occ","occ"
"3240","4","67",0,2013,54,23,18,2,0,0,0,13,"liom",2014,0,0,1,67,21,20,0,"0",NA,"0",4,"liom",NA,NA,"",NA,"","","",8.6896570549144,8.90536562774109,"liom","liom",NA,"occ","occ"
"3241","4","68",0,2013,80,35,34,13,1,1,0,17,"liom",2014,0,0,1,85,42,47,0,"0",NA,"0",10,"liom",NA,NA,"",NA,"","","",10.1237685188099,10.6934528708961,"liom","liom",NA,"occ","occ"
"3242","4","70",0,2013,12,13,10,1,0,0,0,0,"vacant",2014,0,0,1,15,12,6,0,"0",NA,"0",0,"",NA,NA,"",NA,"","","mostly dead",6.02942395658781,5.76232259183605,"vacant","vacant",NA,"vac","vac"
"3243","4","72",0,2013,31,21,18,7,0,0,0,11,"liom",2014,0,0,1,38,26,21,4,"0",NA,"0",5,"liom",NA,NA,"",NA,"","","",8.03463937168595,8.61141023808801,"liom","liom",NA,"occ","occ"
"3244","4","73",0,2013,59,47,33,19,0,0,0,15,"liom",2014,0,0,1,65,57,34,11,"0",NA,"0",15,"liom",NA,NA,"",NA,"","","missing tag, but probably 73",10.115119588195,10.4696351578708,"liom","liom",NA,"occ","occ"
"3245","4","74",0,2013,81,67,50,32,4,9,5,16,"liom",2014,0,0,1,76,71,64,16,"1",NA,"23",9,"liom",NA,NA,"",NA,"","","",11.1923258992095,11.4148117721047,"liom","liom",NA,"occ","occ"
"3246","4","75",0,2013,62,63,56,13,18,18,0,53,"liom",2014,0,0,1,70,75,52,6,"0",NA,"0",10,"liom",4,10,"",1,"","","4-NP-ad, 10-NP-juv, 1-MP juv emerging from old fruit",10.9589102462097,11.2103982899081,"liom","liom",NA,"occ","occ"
"3247","4","76",0,2013,94,63,53,12,11,11,0,28,"liom",2014,0,0,1,90,65,49,5,"1",NA,"0",12,"liom",NA,NA,"",NA,"","","",11.3240040394242,11.2457354420608,"liom","liom",NA,"occ","occ"
"3248","4","77",0,2013,56,44,21,0,0,0,0,4,"liom",2014,0,0,1,32,24,19,0,"0",NA,"0",0,"",NA,NA,"",NA,"","","",9.64765510546793,8.26166500912836,"liom","vacant",NA,"occ","vac"
"3249","4","78",0,2013,40,33,21,6,0,0,0,12,"liom",2014,0,0,1,48,43,18,2,"0",NA,"0",4,"liom",NA,NA,"",NA,"","","",8.940376422184,9.36647761419602,"liom","liom",NA,"occ","occ"
"3250","4","79",0,2013,30,21,15,7,0,0,0,8,"liom",2014,0,0,1,31,30,20,7,"0",NA,"0",8,"liom",NA,NA,"",NA,"","","",7.84176413351588,8.53156209028295,"liom","liom",NA,"occ","occ"
"3251","4","80",0,2013,77,80,35,17,8,8,0,15,"liom",2014,0,0,1,78,58,43,4,"0",NA,"5",0,"",NA,1,"",NA,"","","1-NP-juv",11.1071985535217,10.8604787353136,"liom","vacant",NA,"occ","vac"
"3252","4","81",0,2013,31,22,12,0,0,0,0,0,"vacant",2014,0,0,1,27,7.5,3,0,"0",NA,"0",0,"",NA,NA,"",NA,"","","dying",7.76023712865898,5.27211625527279,"vacant","vacant",NA,"vac","vac"
"3253","4","82",0,2013,89,57,55,6,12,12,0,33,"liom",2014,0,0,1,98,69,59,6,"0",NA,"0",16,"liom",NA,1,"",NA,"","","1-NP-juv",11.1991629872638,11.5625568814513,"liom","liom",NA,"occ","occ"
"3254","4","83",0,2013,26,16,14,7,0,0,0,4,"liom",2014,0,0,1,32,24,22,0,"0",NA,"0",3,"liom",NA,NA,"",NA,"","","",7.3340201762873,8.39654757071943,"liom","liom",NA,"occ","occ"
"3255","4","84",0,2013,20,18,10,3,0,0,0,0,"vacant",2014,0,0,1,22,16,13,5,"0",NA,"0",0,"",NA,NA,"",NA,"","","",6.93367016884591,7.09916298827277,"vacant","vacant",NA,"vac","vac"
"3256","4","86",0,2013,27,22,11,6,0,0,0,6,"liom",2014,0,0,1,35,20,12,3,"0",NA,"0",4,"liom",NA,NA,"",NA,"","","",7.5623808638788,7.76034874203038,"liom","liom",NA,"occ","occ"
"3257","4","87",0,2013,7,6,3,2,0,0,0,0,"vacant",2014,0,0,1,5,7,4.5,2,"0",NA,"0",0,"",NA,NA,"",NA,"","","",3.61388817866926,3.76766085811402,"vacant","vacant",NA,"vac","vac"
"3258","4","88",0,2013,4,2,1,1,0,0,0,0,"vacant",2014,0,0,1,2.5,1.5,0,0,"0",NA,"0",0,"",NA,NA,"",NA,"","","",0.857047813397619,-0.999250176968007,"vacant","vacant",NA,"vac","vac"
"3259","4","89",0,2013,24,16,12,1,0,0,0,0,"vacant",2014,0,0,1,25,17,13,0,"0",NA,"0",0,"",NA,NA,"",NA,"","","",7.11599172563986,7.29479946313402,"vacant","vacant",NA,"vac","vac"
"3260","4","90",NA,2013,12,15,9,6,0,0,0,5,"liom",2014,0,0,1,19,17,17,2,"0",NA,"0",7,"liom",NA,NA,"",NA,"","","",6.1145431854254,7.27068890334027,"liom","liom",NA,"occ","occ"
"3261","4","91",NA,2013,16,11,10,3,0,0,0,0,"vacant",2014,0,0,1,18,20,10,1,"0",NA,"0",8,"liom",NA,NA,"",NA,"","","",6.13516247262814,6.96629539616198,"vacant","liom",NA,"vac","occ"
"3262","4","92",NA,2013,14,8,7,7,0,0,0,3,"liom",2014,0,0,1,19,17,13,1,"0",NA,"0",5,"liom",NA,NA,"",NA,"","","",5.32868660676119,7.02036261743226,"liom","liom",NA,"occ","occ"
"3263","4","93",NA,2013,20,11,9,5,0,0,0,0,"vacant",2014,0,0,1,29,17,11,4,"0",NA,"0",3,"liom",NA,NA,"",NA,"","","",6.26072569560348,7.30523372527839,"vacant","liom",NA,"vac","occ"
"3264","4","94",NA,2013,12,2,2,2,0,0,0,0,"vacant",2014,0,0,1,11,11,3,0,"0",NA,"0",0,"",NA,NA,"",NA,"","","",2.53102424696929,4.9495388069704,"vacant","vacant",NA,"vac","vac"
"3265","4","95",NA,2013,14,6,5,2,0,0,0,3,"liom",2014,0,0,1,20,15,7,0,"0",NA,"0",0,"",NA,NA,"",NA,"","","",4.70837675015351,6.45134605521213,"liom","vacant",NA,"occ","vac"
"3266","4","96",NA,2013,15,7,3,3,0,0,0,0,"vacant",2014,0,0,1,22,11,5,3,"0",NA,"0",11,"liom",NA,NA,"",NA,"","","",4.58674926203181,5.90974877277939,"vacant","liom",NA,"vac","occ"
"3267","4","97",NA,2013,12,12,9,9,0,0,0,4,"liom",2014,0,0,1,20,18,18,5,"0",NA,"0",17,"liom",NA,NA,"",NA,"","","",5.84748040017636,7.43629902540772,"liom","liom",NA,"occ","occ"
"3268","4","98",NA,2013,28,15,12,6,0,0,0,0,"vacant",2014,0,0,1,35,21,19,4,"0",NA,"0",4,"liom",NA,NA,"",NA,"","","",7.19740711712537,8.2066358446588,"vacant","liom",NA,"vac","occ"
"3269","4","99",NA,2013,14,9,9,6,0,0,0,0,"vacant",2014,0,0,1,19,13,11,0,"0",NA,"0",0,"",NA,NA,"",NA,"","","",5.6933297203491,6.57407551480384,"vacant","vacant",NA,"vac","vac"
"3270","5","10",0,2013,89,48,28,0,0,0,0,0,"vacant",2014,0,0,0,NA,NA,NA,NA,"",NA,"",NA,"",NA,NA,"",NA,"","","",10.4236319252463,NA,"vacant",NA,NA,"vac",NA
"3271","5","11",0,2013,128,83,42,6,0,5,5,14,"aph",2014,0,0,1,126,67,38,9,"1",NA,"0",12,"aph",NA,NA,"",NA,"","","",11.7821866134657,11.417731482208,"other","other",NA,"occ","occ"
"3272","5","12",0,2013,28,11,2,2,0,0,0,0,"vacant",2014,0,0,1,27,14,7,0,"0",NA,"0",1,"for",NA,NA,"",NA,"","","",5.73563210003979,6.65841061639268,"vacant","other",NA,"vac","occ"
"3273","5","13",0,2013,13,12,4,0,0,0,0,0,"vacant",2014,0,0,1,17,10,6,0,"0",NA,"0",3,"aph",NA,NA,"",NA,"","","",5.38365567688261,5.65191966347729,"vacant","other",NA,"vac","occ"
"3274","5","14",0,2013,57,32,21,0,0,1,1,0,"vacant",2014,0,0,1,59,42,32,1,"0",NA,"0",0,"",NA,NA,"",NA,"","","",9.2571639698803,9.95919650525557,"vacant","vacant",NA,"vac","vac"
"3275","5","15",0,2013,156,124,34,28,6,15,9,0,"vacant",2014,0,0,1,138,134,55,8,"8",NA,"12",16,"for",NA,NA,"",NA,"","","",12.448574948245,12.684276590218,"vacant","other",NA,"vac","occ"
"3276","5","16",0,2013,37,28,13,2,0,0,0,0,"vacant",2014,0,0,1,49,42,27,4,"0",NA,"0",26,"for",NA,NA,"",NA,"","","",8.31159092099435,9.63356218224665,"vacant","other",NA,"vac","occ"
"3277","5","17",0,2013,18,20,17,0,0,0,0,0,"vacant",2014,0,0,1,26,18,12,0,"0",NA,"0",0,"",NA,NA,"",NA,"","","",7.38573645812612,7.3340201762873,"vacant","vacant",NA,"vac","vac"
"3278","5","18",0,2013,96,83,61,41,1,1,0,0,"vacant",2014,0,0,1,98,85,61,24,"27",NA,"5",25,"for",NA,NA,"",NA,"","","",11.7775036655613,11.8257095970288,"vacant","other",NA,"vac","occ"
"3279","5","19",0,2013,34,22,16,10,0,0,0,0,"vacant",2014,0,0,1,36,22,22,3,"0",NA,"0",32,"for",NA,NA,"",NA,"","","",8.07506171901044,8.42542708123414,"vacant","other",NA,"vac","occ"
"3280","5","20",0,2013,68,73,67,24,0,0,0,11,"crem",2014,0,0,1,78,73,52,27,"0",NA,"0",1,"crem",NA,NA,"",NA,"","","",11.3763214253362,11.2868651762357,"crem","crem",NA,"occ","occ"
"3281","5","21",0,2013,78,39,38,25,0,0,0,0,"vacant",2014,0,0,1,63,64,46,33,"0",NA,"0",4,"crem",NA,NA,"",NA,"","","",10.3178485453385,10.8176243329179,"vacant","crem",NA,"vac","occ"
"3282","5","22",0,2013,26,29,16,8,0,0,0,0,"vacant",2014,0,0,1,31,36,30,9,"0",NA,"0",0,"",NA,NA,"",NA,"","","",8.14495039250363,9.08682556347951,"vacant","vacant",NA,"vac","vac"
"3283","5","23",0,2013,37,31,27,5,0,0,0,37,"crem",2014,0,0,1,47,53,39,6,"1",NA,"0",1,"liom",NA,NA,"",NA,"","","",9.00533280867857,10.1672536307496,"crem","liom",NA,"occ","occ"
"3284","5","24",0,2013,30,43,21,12,0,0,0,6,"liom",2014,0,0,1,42,55,35,10,"0",NA,"0",0,"",NA,NA,"",NA,"","","",8.99249242332301,10.0108178338854,"liom","vacant",NA,"occ","vac"
"3285","5","27",0,2013,77,63,56,22,0,0,0,1,"for",2014,0,0,1,75,64,47,26,"0",NA,"0",27,"for",NA,NA,"",NA,"","","",11.1755812830183,11.0100773911025,"other","other",NA,"occ","occ"
"3286","5","28",0,2013,83,68,47,13,3,13,10,5,"liom",2014,0,0,1,56,78,33,5,"5",NA,"1",19,"for",NA,NA,"",NA,"","","",11.1822337394646,10.7179409683013,"liom","other",NA,"occ","occ"
"3287","5","29",0,2013,93,84,72,26,6,6,0,8,"liom",2014,0,0,1,82,86,75,17,"7",NA,"0",52,"liom",NA,NA,"",1,"","","1-WVL-gerst",11.9058403825938,11.8430568521747,"liom","liom",NA,"occ","occ"
"3288","5","31",0,2013,93,62,31,4,0,0,0,0,"vacant",2014,0,0,1,107,52,47,1,"0",NA,"0",0,"",NA,NA,"",NA,"","","",10.8713273544013,11.1365974096726,"vacant","vacant",NA,"vac","vac"
"3289","5","32",0,2013,98,64,40,4,1,1,0,0,"vacant",2014,0,0,1,121,67,48,4,"0",NA,"0",19,"crem",NA,NA,"",NA,"","","",11.1472781518948,11.5591836772648,"vacant","crem",NA,"vac","occ"
"3290","5","33",0,2013,25,28,13,0,0,0,0,0,"vacant",2014,0,0,1,13,25,8,0,"0",NA,"0",0,"",NA,NA,"",NA,"","","",7.91954883321833,6.83149335533601,"vacant","vacant",NA,"vac","vac"
"3291","5","34",0,2013,98,67,50,0,0,0,0,5,"crem",2014,0,0,1,89,72,37,0,"0",NA,"0",0,"",NA,NA,"",NA,"","","",11.3828442232076,11.1448610091319,"crem","vacant",NA,"occ","vac"
"3292","5","35",0,2013,80,56,44,3,0,2,2,1,"unk",2014,0,0,1,75,71,32,0,"0",NA,"0",0,"",NA,NA,"",NA,"","","",10.8658958815916,10.8604749649371,"other","vacant",NA,"occ","vac"
"3293","5","36",0,2013,25,23,18,4,0,0,0,1,"liom",2014,0,0,1,20,32,30,0,"0",NA,"0",7,"liom",NA,NA,"",NA,"","","",7.91954883321833,8.52352991858568,"liom","liom",NA,"occ","occ"
"3294","5","37",0,2013,33,15,7,5,0,0,0,4,"crem",2014,0,0,1,21,22,8,0,"0",NA,"0",0,"",NA,NA,"",NA,"","","",6.95212134312462,7.12044607598924,"crem","vacant",NA,"occ","vac"
"3295","5","38",0,2013,116,93,69,4,0,1,1,0,"vacant",2014,0,0,1,122,81,47,0,"0",NA,"0",1,"liom",NA,NA,"",NA,"","","",12.2023117365126,11.781610447514,"vacant","liom",NA,"vac","occ"
"3296","5","39",0,2013,20,14,5,0,0,0,0,0,"vacant",2014,0,0,1,14,8,3,2,"0",NA,"0",0,"",NA,NA,"",NA,"","","mostly dead",6.15813910682838,4.70837675015351,"vacant","vacant",NA,"vac","vac"
"3297","5","40",0,2013,8,4,2,0,0,0,0,0,"vacant",2014,0,0,1,10,6,3,0,"0",NA,"0",0,"",NA,NA,"",NA,"","","mostly dead",2.93648935507746,3.97056312260799,"vacant","vacant",NA,"vac","vac"
"3298","5","41",0,2013,140,124,90,4,0,0,0,0,"vacant",2014,0,0,1,167,122,100,10,"0",NA,"0",11,"liom",NA,NA,"",NA,"","","",12.9471233275945,13.1968774511028,"vacant","liom",NA,"vac","occ"
"3299","5","42",0,2013,53,66,42,15,0,0,0,2,"liom",2014,0,0,1,62,56,55,10,"0",NA,"0",22,"liom",NA,NA,"",NA,"","","",10.6080832427421,10.8197236626113,"liom","liom",NA,"occ","occ"
"3300","5","43",0,2013,105,70,61,18,0,0,0,3,"liom",2014,0,0,1,114,82,70,19,"1",NA,"0",34,"liom",NA,NA,"",NA,"","","",11.6778838715013,12.0574883650286,"liom","liom",NA,"occ","occ"
"3301","5","44",0,2013,11,20,10,1,0,0,0,0,"vacant",2014,0,0,1,15,17,9,0,"0",NA,"0",3,"liom",NA,NA,"",NA,"","","",6.47381891106419,6.49777215208668,"vacant","liom",NA,"vac","occ"
"3302","5","46",0,2013,NA,NA,NA,NA,NA,NA,NA,NA,"",2014,0,0,0,NA,NA,NA,NA,"",NA,"",NA,"",NA,NA,"",NA,"","","not found in 2013 or 2014",NA,NA,NA,NA,NA,NA,NA
"3303","5","47",0,2013,11,13,7,8,0,0,0,0,"vacant",2014,0,0,1,11,8,7,0,"0",NA,"0",0,"",NA,NA,"",NA,"","","",5.66288869484786,5.0875245499443,"vacant","vacant",NA,"vac","vac"
"3304","5","49",0,2013,12,16,8,1,0,0,0,0,"vacant",2014,0,0,1,20,14,11,5,"0",NA,"0",6,"liom",NA,NA,"",NA,"","","",6.1145431854254,6.7070127982319,"vacant","liom",NA,"vac","occ"
"3305","5","50",0,2013,22,18,2,2,0,0,0,0,"vacant",2014,0,0,1,32,21,12,2,"0",NA,"0",18,"liom",NA,NA,"",NA,"","","",6.35603587540781,7.7322799006742,"vacant","liom",NA,"vac","occ"
"3306","5","51",0,2013,13,9,7,3,0,0,0,0,"vacant",2014,0,0,1,12,8,2.5,0,"0",NA,"0",0,"",NA,NA,"",NA,"","","",5.38365567688261,4.46118603905647,"vacant","vacant",NA,"vac","vac"
"3307","5","52",0,2013,23,15,8,3,0,0,0,4,"crem",2014,0,0,1,32,21,14,3,"0",NA,"0",17,"crem",NA,NA,"",NA,"","","",6.68001152272896,7.84996090072006,"crem","crem",NA,"occ","occ"
"3308","5","53",0,2013,11,9,5,5,0,0,0,0,"vacant",2014,0,0,1,12,16,10,5,"0",NA,"0",0,"",NA,NA,"",NA,"","","",4.9495388069704,6.27462860077247,"vacant","vacant",NA,"vac","vac"
"3309","5","54",NA,2013,7,8,7,3,0,0,0,0,"vacant",2014,0,0,1,8,12,8,2,"0",NA,"0",0,"",NA,NA,"",NA,"","","",4.63553942620124,5.34443496372933,"vacant","vacant",NA,"vac","vac"
"3310","5","55",NA,2013,10,4,4,2,0,0,0,0,"vacant",2014,0,0,1,9,9,6,0,"0",NA,"0",0,"",NA,NA,"",NA,"","","",3.73499705129523,4.88685385448215,"vacant","vacant",NA,"vac","vac"
"3311","5","56",NA,2013,12,8,2,3,0,0,0,0,"vacant",2014,0,0,1,18,11,7.5,3,"0",NA,"0",8,"for",NA,NA,"",NA,"","","",4.3636057107176,5.99944209700623,"vacant","other",NA,"vac","occ"
"3312","5","58",0,2013,NA,NA,NA,NA,NA,NA,NA,NA,"",2014,1,0,NA,2,0.5,0.5,0,"0",NA,"0",0,"",NA,NA,"",NA,"","","",NA,-2.03332394449855,NA,"vacant",NA,NA,"vac"
"3313","5","59",0,2013,NA,NA,NA,NA,NA,NA,NA,NA,"",2014,1,0,NA,1.5,0.5,0.5,0,"0",NA,"0",0,"",NA,NA,"",NA,"","","",NA,-2.32100601695033,NA,"vacant",NA,NA,"vac"
"3314","5","60",0,2013,NA,NA,NA,NA,NA,NA,NA,NA,"",2014,1,0,NA,2,0.5,0.5,0,"0",NA,"0",0,"",NA,NA,"",NA,"","","",NA,-2.03332394449855,NA,"vacant",NA,NA,"vac"
"3315","5","61",0,2013,NA,NA,NA,NA,NA,NA,NA,NA,"",2014,0,1,NA,13,13,6,0,"0",NA,"0",0,"",NA,NA,"",NA,"","","",NA,5.72735619073593,NA,"vacant",NA,NA,"vac"
"3316","6","11",0,2013,39,26,16,7,0,0,0,22,"liom",2014,0,0,1,44,32,21,9,"0",NA,"0",5,"liom",NA,NA,"",NA,"","","",8.41242975763789,8.99830233596401,"liom","liom",NA,"occ","occ"
"3317","6","12",0,2013,82,62,22,12,0,0,0,9,"liom",2014,0,0,1,79,48,38,13,"0",NA,"0",15,"liom",NA,NA,"",NA,"","","",10.5418817198924,10.5516713199155,"liom","liom",NA,"occ","occ"
"3318","6","13",0,2013,89,100,54,16,21,30,9,47,"liom",2014,0,0,1,95,110,83,23,"11",NA,"1",62,"liom",NA,NA,"",NA,"","","",11.8360704495009,12.3527861443518,"liom","liom",NA,"occ","occ"
"3319","6","14",0,2013,14,16,4,2,0,0,0,0,"vacant",2014,0,0,1,27,22,12,2,"0",NA,"0",2,"liom",NA,NA,"",NA,"","","",5.90405075166475,7.62208679017816,"vacant","liom",NA,"vac","occ"
"3320","6","15",0,2013,62,22,11,0,0,0,0,0,"vacant",2014,0,0,0,NA,NA,NA,NA,"",NA,"",NA,"",NA,NA,"",NA,"","","",8.39367838291956,NA,"vacant",NA,NA,"vac",NA
"3321","6","17",0,2013,84,22,35,0,9,11,2,17,"liom",2014,0,0,1,80,47,38,11,"11",NA,"0",38,"liom",NA,NA,"",NA,"","","",9.79044820945392,10.540858022596,"liom","liom",NA,"occ","occ"
"3322","6","18",0,2013,57,41,37,8,0,0,0,8,"liom",2014,0,0,1,58,29,27,13,"0",NA,"0",27,"liom",NA,NA,"",NA,"","","",10.0299977961552,9.38467526695823,"liom","liom",NA,"occ","occ"
"3323","6","20",0,2013,33,33,23,13,0,0,0,8,"liom",2014,0,0,1,29,24,16,0,"0",NA,"0",0,"",NA,NA,"",NA,"","","",8.82073981787829,8.01858361315586,"liom","vacant",NA,"occ","vac"
"3324","6","21",0,2013,118,121,72,61,2,4,2,33,"liom",2014,0,0,1,64,79,76,38,"2",NA,"1",52,"liom",NA,NA,"",NA,"","","roots partially exposed, difficult to get good height measurement",12.5695938772169,11.5192621921397,"liom","liom",NA,"occ","occ"
"3325","6","22",0,2013,66,45,19,3,0,0,0,0,"vacant",2014,0,0,1,56,45,30,0,"6",NA,"0",14,"liom",NA,NA,"",NA,"","","half dead",9.78094978368728,9.93385679274928,"vacant","liom",NA,"vac","occ"
"3326","6","23",0,2013,59,27,27,5,0,0,0,5,"crem",2014,0,0,1,58,39,23,6,"0",NA,"0",0,"",NA,NA,"",NA,"","","",9.32903441197578,9.58824065557811,"crem","vacant",NA,"occ","vac"
"3327","6","24",0,2013,94,83,80,31,10,19,9,9,"crem",2014,0,0,1,76,94,85,23,"26",NA,"6",21,"crem",3,NA,"",NA,"","","3-NP-ad, roots exposed, measuring from green",12.004324058825,11.9790338269094,"crem","crem",NA,"occ","occ"
"3328","6","28",0,2013,52,79,38,20,0,3,3,0,"vacant",2014,0,0,1,59,93,40,0,"0",NA,"0",0,"",NA,NA,"",NA,"","","",10.7491204631184,11.1317645752907,"vacant","vacant",NA,"vac","vac"
"3329","6","29",0,2013,148,135,93,14,2,3,1,3,"crem",2014,0,0,1,99,115,100,43,"17",NA,"3",NA,"for, camp",NA,NA,"",NA,"","","T: 2 dead honey pot",13.1294324066145,12.6099247813314,"crem","other",NA,"occ","occ"
"3330","6","30",0,2013,35,32,23,10,0,0,0,5,"liom",2014,0,0,1,29,33,22,2,"0",NA,"0",13,"liom",NA,NA,"",NA,"","","",8.84354330689586,8.65549107539293,"liom","liom",NA,"occ","occ"
"3331","6","31",0,2013,158,156,92,25,9,16,7,0,"vacant",2014,0,0,1,137,133,109,52,"24",NA,"8",3,"crem",NA,NA,"",NA,"","","~ 1/3 dead, of 52 seg, 2 were eaten",13.3629814002984,13.171385253083,"vacant","crem",NA,"vac","occ"
"3332","6","32",0,2013,61,46,42,16,0,0,0,1,"crem",2014,0,0,1,62,59,51,3,"0",NA,"0",0,"",NA,NA,"",NA,"","","",10.3390763680712,10.8016239915714,"crem","vacant",NA,"occ","vac"
"3333","6","34",0,2013,64,45,42,0,0,0,0,0,"vacant",2014,0,0,1,59,44,42,3,"0",NA,"0",0,"",NA,NA,"",NA,"","","",10.3642281956103,10.2597609113542,"vacant","vacant",NA,"vac","vac"
"3334","6","35",0,2013,141,115,82,24,17,27,10,33,"liom",2014,0,0,1,120,158,123,78,"7",NA,"6",58,"liom",NA,NA,"",NA,"","","large green branch looks recently fallen to ground, still connected but may change width",12.7886962227957,13.337729956391,"liom","liom",NA,"occ","occ"
"3335","6","36",0,2013,27,7,11,1,0,0,0,4,"liom",2014,0,0,1,40,19,18,0,"0",NA,"0",5,"liom",NA,NA,"",NA,"","","",6.35010925673817,8.18424415434389,"liom","liom",NA,"occ","occ"
"3336","6","38",0,2013,41,23,12,4,0,0,0,2,"liom",2014,0,0,1,41,23,15,3,"0",NA,"0",12,"liom",NA,NA,"",NA,"","","",8.09779706462464,8.26227326109859,"liom","liom",NA,"occ","occ"
"3337","6","40",0,2013,90,37,32,6,1,1,0,10,"crem",2014,0,0,0,NA,NA,NA,NA,"",NA,"",NA,"",NA,NA,"",NA,"","","no data recorded in 2014",10.2415515544663,NA,"crem",NA,NA,"occ",NA
"3338","6","41",0,2013,81,93,73,32,1,3,2,25,"crem",2014,0,0,1,81,114,77,31,"8",NA,"17",17,"crem",NA,NA,"",NA,"","","T",11.891953606327,12.1725248857072,"crem","crem",NA,"occ","occ"
"3339","6","42",0,2013,37,18,16,9,0,0,0,0,"vacant",2014,0,0,1,42,27,20,8,"0",NA,"0",0,"",NA,NA,"",NA,"","","",7.93716783681806,8.711493696645,"vacant","vacant",NA,"vac","vac"
"3340","6","43",0,2013,59,64,37,8,2,2,0,20,"crem",2014,0,0,1,58,69,41,6,"10",NA,"3",33,"crem",NA,NA,"",NA,"","","",10.5813073525297,10.7349326170728,"crem","crem",NA,"occ","occ"
